player_name,season,height_inches,weight,forty,bench,vertical,broad_jump,cone,shuttle,bmi,size_score,speed_score,burst_score,agility_score,pos,pos_group,conf_tier,is_skill,is_blue_blood,is_sec,age_at_draft,era,draft_ovr,draft_round,is_first_round,is_drafted
James Proche,2020,71.0,201.0,,20.0,34.5,,7.27,4.4,28.03074786748661,14271.0,,34.5,11.67,WR,Skill,Group of Five,1,0,0,23.0,2016-2020,201.0,6,0,1
Shaquille Quarterman,2020,72.0,234.0,4.74,23.0,31.0,120.0,,,31.73263888888889,16848.0,92.71126062898587,41.0,,LB,LB,Power Five,0,1,0,22.0,2016-2020,140.0,4,0,1
Patrick Queen,2020,72.0,229.0,4.5,18.0,35.0,125.0,,,31.05459104938272,16488.0,111.69029111415942,45.416666666666664,,LB,LB,Power Five,0,1,1,21.0,2016-2020,28.0,1,1,1
Jalen Reagor,2020,71.0,206.0,4.47,17.0,42.0,138.0,7.31,4.46,28.728030152747472,14626.0,103.19701217499924,53.5,11.77,WR,Skill,Power Five,1,0,0,21.0,2016-2020,21.0,1,1,1
Joe Reed,2020,72.0,224.0,4.47,21.0,38.0,123.0,,,30.37654320987654,16128.0,112.21422683106715,48.25,,WR,Skill,Power Five,1,0,0,22.0,2016-2020,151.0,5,0,1
J.R. Reed,2020,73.0,202.0,4.54,15.0,34.0,130.0,,,26.647776318258586,14746.0,95.09505932052586,44.833333333333336,,S,DB,Power Five,0,1,1,,2016-2020,,8,0,0
John Reid,2020,70.0,187.0,4.49,20.0,36.5,129.0,6.95,3.97,26.828775510204082,13090.0,92.02084950115001,47.25,10.92,CB,DB,Power Five,0,1,0,24.0,2016-2020,141.0,4,0,1
Chauncey Rivers,2020,74.0,262.0,4.97,20.0,30.5,106.0,7.33,4.7,33.63513513513513,19388.0,85.88270842862246,39.333333333333336,12.030000000000001,DL,DL,Power Five,0,0,1,,2016-2020,,8,0,0
Malcolm Roach,2020,74.0,297.0,4.84,20.0,30.0,114.0,,,38.12837837837838,21978.0,108.24429056428971,39.5,,DL,DL,Power Five,0,1,0,,2016-2020,,8,0,0
Amik Robertson,2020,68.0,187.0,,,,,,,28.430147058823533,12716.0,,,,CB,DB,Group of Five,0,0,0,22.0,2016-2020,139.0,4,0,1
Alton Robinson,2020,75.0,264.0,4.69,25.0,35.5,119.0,7.32,4.32,32.99413333333333,19800.0,109.12959706403926,45.416666666666664,11.64,DL,DL,Power Five,0,0,0,22.0,2016-2020,148.0,5,0,1
James Robinson,2020,69.0,219.0,4.64,24.0,40.0,125.0,7.03,4.19,32.337114051669815,15111.0,94.49355502798748,50.416666666666664,11.22,RB,Skill,FCS/Other,1,0,0,,2016-2020,,8,0,0
Kendrick Rogers,2020,76.0,208.0,4.51,17.0,35.5,124.0,7.13,4.48,25.315789473684212,15808.0,100.55117804792036,45.833333333333336,11.61,WR,Skill,Power Five,1,0,1,,2016-2020,,8,0,0
Cesar Ruiz,2020,75.0,307.0,5.08,28.0,33.0,113.0,7.91,4.64,38.36817777777778,23025.0,92.19630628485635,42.416666666666664,12.55,OL,OL,Power Five,0,1,0,21.0,2016-2020,24.0,1,1,1
Jon Runyan,2020,76.0,306.0,5.08,24.0,30.5,107.0,7.57,4.69,37.24342105263158,23256.0,91.89599258360273,39.416666666666664,12.260000000000002,OL,OL,Power Five,0,1,0,23.0,2016-2020,192.0,6,0,1
Chapelle Russell,2020,74.0,236.0,4.69,21.0,35.0,121.0,7.38,4.41,30.2972972972973,17464.0,97.55524586027751,45.083333333333336,11.79,LB,LB,Group of Five,0,0,0,23.0,2016-2020,241.0,7,0,1
Stanford Samuels,2020,73.0,187.0,4.65,,,,,,24.668981047100768,13651.0,79.99443781990503,,,CB,DB,Power Five,0,0,0,,2016-2020,,8,0,0
Josiah Scott,2020,69.0,185.0,4.42,17.0,,,,,27.31674018063432,12765.0,96.94214984774564,,,CB,DB,Power Five,0,0,0,21.0,2016-2020,137.0,4,0,1
Qaadir Sheppard,2020,75.0,261.0,4.83,28.0,31.5,115.0,,,32.6192,19575.0,95.91399487596581,41.083333333333336,,DL,DL,FCS/Other,0,0,0,,2016-2020,,8,0,0
Isaiah Simmons,2020,76.0,238.0,4.39,,39.0,132.0,,,28.967105263157897,18088.0,128.1589296827838,50.0,,LB,LB,Power Five,0,1,0,22.0,2016-2020,8.0,1,1,1
John Simpson,2020,76.0,321.0,5.24,34.0,30.0,107.0,8.03,4.87,39.06907894736842,24396.0,85.15494644224368,38.916666666666664,12.899999999999999,OL,OL,Power Five,0,1,0,23.0,2016-2020,109.0,4,0,1
Arryn Siposs,2020,74.0,213.0,5.09,,,,,,27.344594594594593,15762.0,63.46561162578864,,,P,ST,Power Five,0,0,1,,2016-2020,,8,0,0
James Smith-Williams,2020,76.0,265.0,4.6,28.0,32.0,123.0,7.35,4.52,32.25328947368421,20140.0,118.3707891266827,42.25,11.87,DL,DL,FCS/Other,0,0,0,23.0,2016-2020,229.0,7,0,1
L'Jarius Sneed,2020,72.0,192.0,4.37,12.0,41.0,131.0,,,26.037037037037035,13824.0,105.29444904683662,51.916666666666664,,S,DB,Group of Five,0,0,0,23.0,2016-2020,138.0,4,0,1
Nate Stanley,2020,76.0,235.0,4.81,,28.5,108.0,7.26,4.48,28.601973684210527,17860.0,87.8046573498833,37.5,11.74,QB,QB,Power Five,1,0,0,23.0,2016-2020,244.0,7,0,1
Terence Steele,2020,78.0,312.0,5.03,27.0,27.5,106.0,,5.08,36.05128205128205,24336.0,97.4793555768544,36.333333333333336,5.08,OL,OL,Power Five,0,0,0,,2016-2020,,8,0,0
Logan Stenberg,2020,78.0,317.0,5.3,,26.0,104.0,8.0,4.83,36.62902695595003,24726.0,80.34998119886482,34.666666666666664,12.83,OL,OL,Power Five,0,0,1,23.0,2016-2020,121.0,4,0,1
Simon Stepaniak,2020,76.0,313.0,,37.0,,,,,38.09539473684211,23788.0,,,,OL,OL,Power Five,0,0,0,23.0,2016-2020,209.0,6,0,1
Darrell Stewart,2020,72.0,212.0,,15.0,35.0,117.0,,,28.749228395061728,15264.0,,44.75,,WR,Skill,Power Five,1,0,0,,2016-2020,,8,0,0
Geno Stone,2020,70.0,207.0,4.62,12.0,33.5,116.0,,,29.69816326530612,14490.0,90.87249221040206,43.166666666666664,,S,DB,Power Five,0,0,0,21.0,2016-2020,219.0,7,0,1
Justin Strnad,2020,75.0,238.0,4.74,,29.0,113.0,,4.49,29.744711111111112,17850.0,94.29606850298562,38.416666666666664,4.49,LB,LB,Power Five,0,0,0,24.0,2016-2020,178.0,5,0,1
Jason Strowbridge,2020,76.0,275.0,4.89,26.0,31.0,113.0,7.45,4.37,33.47039473684211,20900.0,96.18940825084405,40.416666666666664,11.82,DL,DL,Power Five,0,0,0,23.0,2016-2020,154.0,5,0,1
Stephen Sullivan,2020,77.0,248.0,4.66,,36.5,123.0,7.51,4.62,29.4052960026986,19096.0,105.18117297406906,46.75,12.129999999999999,TE,Skill,Power Five,1,1,1,23.0,2016-2020,251.0,7,0,1
Freddie Swain,2020,72.0,197.0,4.46,16.0,36.5,124.0,7.05,4.26,26.715084876543212,14184.0,99.5764838867107,46.833333333333336,11.309999999999999,WR,Skill,Power Five,1,1,1,22.0,2016-2020,214.0,6,0,1
D'Andre Swift,2020,68.0,212.0,4.48,,35.5,121.0,,,32.23096885813149,14416.0,105.25768173580015,45.583333333333336,,RB,Skill,Power Five,1,1,1,21.0,2016-2020,35.0,2,0,1
Tua Tagovailoa,2020,72.0,217.0,,,,,,,29.427276234567902,15624.0,,,,QB,QB,Power Five,1,1,1,22.0,2016-2020,5.0,1,1,1
Charlie Taumoepeau,2020,74.0,240.0,4.75,18.0,36.5,121.0,7.0,4.27,30.81081081081081,17760.0,94.29025253029059,46.583333333333336,11.27,TE,Skill,FCS/Other,1,0,0,,2016-2020,,8,0,0
Alex Taylor,2020,80.0,308.0,5.09,21.0,25.0,116.0,7.77,4.79,33.831875000000004,24640.0,91.7718703321263,34.666666666666664,12.559999999999999,OL,OL,FCS/Other,0,0,0,,2016-2020,,8,0,0
Darrell Taylor,2020,76.0,267.0,,,,,,,32.496710526315795,20292.0,,,,LB,LB,Power Five,0,1,1,23.0,2016-2020,48.0,2,0,1
Davion Taylor,2020,72.0,228.0,4.49,21.0,35.0,127.0,6.96,4.26,30.91898148148148,16416.0,112.19654377680322,45.583333333333336,11.219999999999999,LB,LB,Power Five,0,0,0,22.0,2016-2020,103.0,3,0,1
J.J. Taylor,2020,65.0,185.0,4.61,19.0,34.5,118.0,7.0,4.15,30.782248520710063,12025.0,81.92152391466671,44.333333333333336,11.15,RB,Skill,Power Five,1,0,0,,2016-2020,,8,0,0
Jonathan Taylor,2020,70.0,226.0,4.39,17.0,36.0,123.0,7.01,4.24,32.424081632653056,15820.0,121.69713490886193,46.25,11.25,RB,Skill,Power Five,1,0,0,21.0,2016-2020,41.0,2,0,1
Patrick Taylor,2020,73.0,217.0,4.57,15.0,34.0,123.0,,4.34,28.6265715894164,15841.0,99.5004235027011,44.25,4.34,RB,Skill,Group of Five,1,0,0,,2016-2020,,8,0,0
A.J. Terrell,2020,73.0,195.0,4.42,15.0,34.5,129.0,,,25.724338525051607,14235.0,102.18226605573189,45.25,,CB,DB,Power Five,0,1,0,21.0,2016-2020,16.0,1,1,1
Andrew Thomas,2020,77.0,315.0,5.22,21.0,30.5,109.0,7.58,4.66,37.349468713105075,24255.0,84.85130721894812,39.583333333333336,12.24,OL,OL,Power Five,0,1,1,21.0,2016-2020,4.0,1,1,1
Daniel Thomas,2020,70.0,215.0,4.51,24.0,37.0,125.0,,,30.845918367346936,15050.0,103.93511192453306,47.416666666666664,,S,DB,Power Five,0,0,1,22.0,2016-2020,157.0,5,0,1
Jeff Thomas,2020,69.0,170.0,4.45,,36.5,125.0,,,25.101869355177485,11730.0,86.70394798298643,46.916666666666664,,WR,Skill,Power Five,1,1,0,,2016-2020,,8,0,0
Stantley Thomas-Oliver,2020,72.0,192.0,4.48,,34.0,127.0,,,26.037037037037035,13824.0,95.32771176072467,44.583333333333336,,CB,DB,FCS/Other,0,0,0,22.0,2016-2020,221.0,7,0,1
Calvin Throckmorton,2020,77.0,317.0,5.57,23.0,27.0,97.0,8.07,4.98,37.58660819699781,24409.0,65.8670900604684,35.083333333333336,13.05,OL,OL,Power Five,0,0,0,,2016-2020,,8,0,0
Casey Toohill,2020,76.0,250.0,4.62,17.0,39.0,126.0,7.08,4.21,30.42763157894737,19000.0,109.74938672753872,49.5,11.29,LB,LB,Power Five,0,0,0,24.0,2016-2020,233.0,7,0,1
Tommy Townsend,2020,73.0,191.0,4.75,,,,,,25.196659786076186,13943.0,75.03932597202292,,,P,ST,Power Five,0,1,1,,2016-2020,,8,0,0
Adam Trautman,2020,77.0,255.0,4.8,18.0,34.5,114.0,6.78,4.27,30.235284196323157,19635.0,96.0738570601852,44.0,11.05,TE,Skill,FCS/Other,1,0,0,23.0,2016-2020,105.0,3,0,1
Michael Turk,2020,72.0,226.0,4.79,25.0,34.5,108.0,,4.72,30.647762345679013,16272.0,85.86108676545588,43.5,4.72,P,ST,Power Five,0,0,0,,2016-2020,,8,0,0
Derrek Tuszka,2020,76.0,251.0,4.79,24.0,33.5,120.0,6.87,4.34,30.549342105263158,19076.0,95.35899459349304,43.5,11.21,DL,DL,FCS/Other,0,0,0,23.0,2016-2020,254.0,7,0,1
Josh Uche,2020,73.0,245.0,,18.0,,,,,32.320322762244324,17885.0,,,,LB,LB,Power Five,0,1,0,21.0,2016-2020,60.0,2,0,1
Ke'Shawn Vaughn,2020,70.0,214.0,4.51,,32.0,117.0,,,30.70244897959184,14980.0,103.45169279930268,41.75,,RB,Skill,Power Five,1,0,1,23.0,2016-2020,76.0,3,0,1
Ben Victor,2020,76.0,198.0,4.6,9.0,35.0,128.0,7.1,,24.098684210526315,15048.0,88.44308017767236,45.666666666666664,7.1,WR,Skill,Power Five,1,1,0,,2016-2020,,8,0,0
Kindle Vildor,2020,70.0,191.0,4.44,22.0,39.5,133.0,7.14,4.28,27.40265306122449,13370.0,98.29501254819922,50.583333333333336,11.42,CB,DB,Group of Five,0,0,0,22.0,2016-2020,163.0,5,0,1
Mykal Walker,2020,75.0,230.0,4.65,20.0,33.0,122.0,7.09,4.25,28.74488888888889,17250.0,98.38888074105967,43.166666666666664,11.34,LB,LB,Group of Five,0,0,0,23.0,2016-2020,119.0,4,0,1
K'Von Wallace,2020,71.0,206.0,4.53,18.0,38.0,133.0,6.76,4.15,28.728030152747472,14626.0,97.837288497752,49.083333333333336,10.91,S,DB,Power Five,0,1,0,23.0,2016-2020,127.0,4,0,1
Prince Tega Wanogho,2020,77.0,308.0,,,,,,,36.519480519480524,23716.0,,,,OL,OL,Power Five,0,0,1,22.0,2016-2020,210.0,6,0,1
Mike Warren,2020,69.0,226.0,,16.0,,,,,33.37072043688301,15594.0,,,,RB,Skill,Group of Five,1,0,0,,2016-2020,,8,0,0
Broderick Washington,2020,74.0,305.0,,23.0,,,,,39.1554054054054,22570.0,,,,DL,DL,Power Five,0,0,0,23.0,2016-2020,170.0,5,0,1
Quez Watkins,2020,72.0,185.0,4.35,,36.5,125.0,7.28,4.36,25.087770061728396,13320.0,103.33434625429842,46.916666666666664,11.64,WR,Skill,Group of Five,1,0,0,22.0,2016-2020,200.0,6,0,1
Curtis Weaver,2020,74.0,265.0,,,32.5,116.0,7.0,4.27,34.02027027027027,19610.0,,42.166666666666664,11.27,LB,LB,Group of Five,0,0,0,22.0,2016-2020,164.0,5,0,1
Evan Weaver,2020,74.0,237.0,4.76,15.0,32.0,117.0,7.02,4.21,30.425675675675674,17538.0,92.33163600286856,41.75,11.23,LB,LB,Power Five,0,0,0,22.0,2016-2020,202.0,6,0,1
Cody White,2020,75.0,217.0,4.66,,35.5,120.0,7.19,4.52,27.12017777777778,16275.0,92.03352635231042,45.5,11.71,WR,Skill,Power Five,1,0,0,,2016-2020,,8,0,0
Mitchell Wilcox,2020,75.0,247.0,4.88,,31.0,112.0,7.37,4.43,30.86951111111111,18525.0,87.10591776259746,40.333333333333336,11.8,TE,Skill,FCS/Other,1,0,0,,2016-2020,,8,0,0
Kenny Willekes,2020,75.0,264.0,4.87,32.0,32.5,119.0,7.39,,32.99413333333333,19800.0,93.86811088220468,42.416666666666664,7.39,DL,DL,Power Five,0,0,0,23.0,2016-2020,225.0,7,0,1
Darryl Williams,2020,74.0,304.0,5.23,23.0,25.5,102.0,7.88,4.76,39.027027027027025,22496.0,81.26374333521603,34.0,12.64,OL,OL,Power Five,0,0,1,,2016-2020,,8,0,0
Raequan Williams,2020,76.0,308.0,5.04,17.0,25.5,101.0,7.72,4.78,37.48684210526316,23408.0,95.46816309644898,33.916666666666664,12.5,DL,DL,Power Five,0,0,0,,2016-2020,,8,0,0
Jedrick Wills,2020,76.0,312.0,5.05,,34.5,113.0,,4.84,37.973684210526315,23712.0,95.94427759316439,43.916666666666664,4.84,OL,OL,Power Five,0,1,1,21.0,2016-2020,10.0,1,1,1
Isaiah Wilson,2020,78.0,350.0,5.32,26.0,29.0,110.0,8.26,5.07,40.44214332675871,27300.0,87.38794181301996,38.166666666666664,13.33,OL,OL,Power Five,0,1,1,21.0,2016-2020,29.0,1,1,1
Logan Wilson,2020,74.0,241.0,4.63,21.0,32.0,121.0,7.07,4.27,30.93918918918919,17834.0,104.88734061831344,42.083333333333336,11.34,LB,LB,FCS/Other,0,0,0,24.0,2016-2020,65.0,3,0,1
Rob Windsor,2020,76.0,290.0,4.9,21.0,28.5,111.0,7.47,4.44,35.296052631578945,22040.0,100.61058482330958,37.75,11.91,DL,DL,Power Five,0,1,0,23.0,2016-2020,193.0,6,0,1
Tristan Wirfs,2020,77.0,320.0,4.85,24.0,36.5,121.0,7.65,4.68,37.9423174228369,24640.0,115.66794493677186,46.583333333333336,12.33,OL,OL,Power Five,0,0,0,21.0,2016-2020,13.0,1,1,1
Steven Wirtel,2020,76.0,235.0,4.76,,26.0,120.0,7.12,4.28,28.601973684210527,17860.0,91.55246607879373,36.0,11.4,LS,ST,Power Five,0,0,0,,2016-2020,,8,0,0
Charlie Woerner,2020,77.0,244.0,4.78,21.0,34.5,120.0,7.18,4.46,28.93101703491314,18788.0,93.47774679992332,44.5,11.64,TE,Skill,Power Five,1,1,1,22.0,2016-2020,190.0,6,0,1
D.J. Wonnum,2020,77.0,258.0,4.73,20.0,34.5,123.0,7.25,4.44,30.590993422162253,19866.0,103.0872937525104,44.75,11.690000000000001,DL,DL,Power Five,0,0,1,22.0,2016-2020,117.0,4,0,1
Dom Wood-Anderson,2020,76.0,261.0,4.92,,35.0,119.0,,,31.76644736842105,19836.0,89.08612975800541,44.916666666666664,,TE,Skill,Power Five,1,1,1,,2016-2020,,8,0,0
David Woodward,2020,74.0,230.0,4.79,16.0,33.5,114.0,7.34,4.37,29.527027027027028,17020.0,87.38075201794182,43.0,11.71,LB,LB,FCS/Other,0,0,0,,2016-2020,,8,0,0
Chase Young,2020,77.0,264.0,,,,,,,31.302411873840445,20328.0,,,,DL,DL,Power Five,0,1,0,21.0,2016-2020,2.0,1,1,1
Jabari Zuniga,2020,75.0,264.0,4.64,29.0,33.0,127.0,,,32.99413333333333,19800.0,113.91003893784793,43.583333333333336,,DL,DL,Power Five,0,1,1,23.0,2016-2020,79.0,3,0,1
Jonathan Adams,2021,74.0,210.0,4.59,,39.0,132.0,7.04,4.38,26.95945945945946,15540.0,94.62339983079067,50.0,11.42,WR,Skill,FCS/Other,1,0,0,,2021+,,8,0,0
Paulson Adebo,2021,73.0,198.0,4.45,18.0,36.5,121.0,6.69,4.13,26.12009757928317,14454.0,100.98459823900774,46.583333333333336,10.82,CB,DB,Power Five,0,0,0,22.0,2021+,76.0,3,0,1
Giles Amos,2021,75.0,250.0,5.14,,28.5,111.0,7.65,5.13,31.244444444444447,18750.0,71.63372384792946,37.75,12.780000000000001,TE,Skill,FCS/Other,1,0,0,,2021+,,8,0,0
Otis Anderson,2021,67.0,179.0,4.63,11.0,36.0,113.0,7.04,4.38,28.032301180663843,11993.0,77.9038753970046,45.416666666666664,11.42,RB,Skill,FCS/Other,1,0,0,,2021+,,8,0,0
Jack Anderson,2021,76.0,314.0,5.28,27.0,29.5,105.0,7.9,4.83,38.2171052631579,23864.0,80.80234291533752,38.25,12.73,OL,OL,Power Five,0,0,0,22.0,2021+,236.0,7,0,1
Dan Archibong,2021,77.0,295.0,5.35,28.0,28.5,100.0,8.16,4.68,34.978073874177774,22715.0,72.0173080172864,36.833333333333336,12.84,DT,DL,Group of Five,0,0,0,,2021+,,8,0,0
Calvin Ashley,2021,78.0,314.0,5.49,15.0,29.0,105.0,7.0,5.1,36.28238001314924,24492.0,69.13059040129666,37.75,12.1,OL,OL,FCS/Other,0,0,0,,2021+,,8,0,0
Jaytlin Askew,2021,68.0,180.0,4.51,18.0,35.5,125.0,7.1,4.31,27.3659169550173,12240.0,87.01544254146954,45.916666666666664,11.41,DB,DB,Power Five,0,0,0,,2021+,,8,0,0
Tutu Atwell,2021,68.0,155.0,4.42,,33.0,117.0,6.89,4.14,23.565095155709344,10540.0,81.22180122378688,42.75,11.03,WR,Skill,Power Five,1,0,0,21.0,2021+,57.0,2,0,1
Kayode Awosika,2021,75.0,307.0,5.19,28.0,30.0,100.0,8.15,4.91,38.36817777777778,23025.0,84.62505028347955,38.333333333333336,13.06,OL,OL,Group of Five,0,0,0,,2021+,,8,0,0
Kawaan Baker,2021,72.0,210.0,4.44,21.0,39.5,129.0,7.42,4.41,28.47800925925926,15120.0,108.07305044566407,50.25,11.83,WR,Skill,Group of Five,1,0,0,,2021+,,8,0,0
Josh Ball,2021,79.0,308.0,5.2,28.0,27.5,106.0,7.77,4.7,34.693799070661754,24332.0,84.24950106788977,36.333333333333336,12.469999999999999,OL,OL,Group of Five,0,0,0,23.0,2021+,138.0,4,0,1
Aaron Banks,2021,77.0,325.0,5.32,24.0,31.0,100.0,7.69,4.89,38.53516613256873,25025.0,81.14594596923283,39.333333333333336,12.58,OL,OL,Power Five,0,1,0,24.0,2021+,48.0,2,0,1
Cole Banwart,2021,73.0,298.0,5.12,22.0,27.5,103.0,7.5,4.7,39.31206605366861,21754.0,86.72941476106644,36.083333333333336,12.2,OL,OL,Power Five,0,0,0,,2021+,,8,0,0
Christian Barmore,2021,76.0,310.0,4.93,,,,,,37.73026315789474,23560.0,104.95521252809348,,,DL,DL,Power Five,0,1,1,22.0,2021+,38.0,2,0,1
Derrick Barnes,2021,72.0,238.0,4.57,29.0,37.0,119.0,,4.27,32.27507716049383,17136.0,109.12949674489796,46.916666666666664,4.27,DE,Edge,Power Five,0,0,0,22.0,2021+,113.0,4,0,1
Carlos Basham,2021,75.0,274.0,4.64,20.0,34.0,122.0,7.13,4.25,34.24391111111111,20550.0,118.22481314003915,44.166666666666664,11.379999999999999,DL,DL,Power Five,0,0,0,23.0,2021+,61.0,2,0,1
Rashod Bateman,2021,72.0,190.0,4.39,,36.0,123.0,,,25.76581790123457,13680.0,102.31175058709631,46.25,,WR,Skill,Power Five,1,0,0,21.0,2021+,27.0,1,1,1
John Bates,2021,77.0,250.0,4.84,19.0,31.5,120.0,6.85,4.35,29.642435486591328,19250.0,91.11472269721357,41.5,11.2,TE,Skill,FCS/Other,1,0,0,,2021+,,8,0,0
Adam Bay,2021,71.0,240.0,5.27,14.0,26.0,100.0,7.65,4.56,33.469549692521326,17040.0,62.22985320556589,34.333333333333336,12.21,LS,ST,Power Five,0,0,0,,2021+,,8,0,0
Tavante Beckett,2021,70.0,220.0,4.78,18.0,31.0,106.0,7.34,4.58,31.563265306122446,15400.0,84.28321432779971,39.833333333333336,11.92,LB,LB,Group of Five,0,0,0,,2021+,,8,0,0
Chase Behrndt,2021,75.0,324.0,5.55,25.0,24.5,101.0,8.21,4.93,40.492799999999995,24300.0,68.29722739935364,32.916666666666664,13.14,OL,OL,Power Five,0,0,0,,2021+,,8,0,0
Shaun Beyer,2021,76.0,250.0,4.78,,31.5,119.0,,4.2,30.42763157894737,19000.0,95.77637991795423,41.416666666666664,4.2,TE,Skill,Power Five,1,0,0,,2021+,,8,0,0
Tarik Black,2021,74.0,213.0,4.54,15.0,40.0,132.0,6.91,4.26,27.344594594594593,15762.0,100.27350314491093,51.0,11.17,WR,Skill,Power Five,1,1,0,,2021+,,8,0,0
Josh Blancato,2021,69.0,182.0,4.55,17.0,32.0,124.0,6.9,4.31,26.873766015542955,12558.0,84.928958253436,42.333333333333336,11.21,WR,Skill,Power Five,1,0,0,,2021+,,8,0,0
Quinton Bohanna,2021,76.0,327.0,5.46,,29.0,99.0,8.21,5.15,39.79934210526316,24852.0,73.5880301309438,37.25,13.360000000000001,DL,DL,Power Five,0,0,1,,2021+,,8,0,0
Nick Bolton,2021,71.0,237.0,4.6,24.0,32.0,,7.4,4.5,33.05118032136481,16827.0,105.86368687933509,32.0,11.9,LB,LB,Power Five,0,0,1,21.0,2021+,58.0,2,0,1
Ian Book,2021,72.0,211.0,4.65,,32.5,115.0,6.99,4.19,28.613618827160494,15192.0,90.26110363636343,42.083333333333336,11.18,QB,QB,Power Five,1,1,0,23.0,2021+,133.0,4,0,1
Dicaprio Bootle,2021,69.0,180.0,4.38,16.0,36.5,126.0,6.77,4.03,26.578449905482042,12420.0,97.81513502113664,47.0,10.8,CB,DB,Power Five,0,1,0,,2021+,,8,0,0
Tuf Borland,2021,72.0,229.0,4.98,15.0,32.5,109.0,7.17,4.29,31.05459104938272,16488.0,74.46429925921629,41.583333333333336,11.46,LB,LB,FCS/Other,0,0,0,,2021+,,8,0,0
Larry Borom,2021,77.0,322.0,5.12,,31.0,,,,38.179456906729634,24794.0,93.71433407068253,31.0,,OL,OL,Power Five,0,0,1,22.0,2021+,151.0,5,0,1
Rakeem Boyd,2021,71.0,213.0,4.7,6.0,32.5,98.0,7.22,4.38,29.704225352112676,15123.0,87.30078871959047,40.666666666666664,11.6,RB,Skill,Power Five,1,0,1,,2021+,,8,0,0
Michael Boykin,2021,77.0,291.0,4.88,24.0,32.0,110.0,7.69,4.58,34.50379490639231,22407.0,102.62276141261482,41.166666666666664,12.27,DL,DL,Power Five,0,0,0,,2021+,,8,0,0
William Bradley-King,2021,75.0,252.0,4.74,,34.5,119.0,7.14,4.26,31.4944,18900.0,99.84289606198477,44.416666666666664,11.399999999999999,OLB,Edge,Power Five,0,0,0,23.0,2021+,240.0,7,0,1
Brady Breeze,2021,71.0,197.0,4.55,20.0,38.0,120.0,7.05,4.22,27.47292203927792,13987.0,91.92859766992797,48.0,11.27,S,DB,Power Five,0,0,0,23.0,2021+,215.0,6,0,1
Gary Brightwell,2021,70.0,218.0,4.62,17.0,34.5,118.0,7.51,4.48,31.276326530612245,15260.0,95.70146522641377,44.333333333333336,11.99,RB,Skill,Power Five,1,0,0,22.0,2021+,196.0,6,0,1
K.J. Britt,2021,72.0,235.0,4.76,24.0,32.5,118.0,7.38,4.4,31.868248456790123,16920.0,91.55246607879373,42.333333333333336,11.780000000000001,LB,LB,Power Five,0,0,1,22.0,2021+,176.0,5,0,1
Josiah Bronson,2021,74.0,304.0,5.08,27.0,30.0,101.0,7.63,4.72,39.027027027027025,22496.0,91.29536518109553,38.416666666666664,12.35,DL,DL,Power Five,0,0,0,,2021+,,8,0,0
Chris Brown,2021,70.0,191.0,4.55,15.0,36.0,118.0,6.85,4.18,27.40265306122449,13370.0,89.12874190333117,45.833333333333336,11.03,DB,DB,Power Five,0,1,0,,2021+,,8,0,0
Earnest Brown,2021,76.0,270.0,5.01,25.0,31.0,115.0,7.19,4.5,32.86184210526316,20520.0,85.71224222422966,40.583333333333336,11.690000000000001,DE,Edge,Power Five,0,0,0,,2021+,,8,0,0
Kimere Brown,2021,71.0,175.0,4.57,,32.5,124.0,7.37,4.32,24.404879984130133,12425.0,80.24227701830733,42.833333333333336,11.690000000000001,CB,DB,Group of Five,0,0,0,,2021+,,8,0,0
Deonte Brown,2021,75.0,344.0,,,27.0,,,,42.992355555555555,25800.0,,27.0,,OL,OL,Power Five,0,1,1,23.0,2021+,193.0,6,0,1
Dyami Brown,2021,72.0,189.0,4.46,18.0,35.0,128.0,6.87,4.35,25.630208333333336,13608.0,95.53276880501686,45.666666666666664,11.219999999999999,WR,Skill,Power Five,1,0,0,21.0,2021+,82.0,3,0,1
Shakur Brown,2021,69.0,185.0,4.61,17.0,35.5,116.0,7.08,4.23,27.31674018063432,12765.0,81.92152391466671,45.166666666666664,11.31,CB,DB,FCS/Other,0,0,0,,2021+,,8,0,0
Tre Brown,2021,69.0,185.0,4.42,13.0,38.0,123.0,7.11,4.27,27.31674018063432,12765.0,96.94214984774564,48.25,11.379999999999999,CB,DB,Power Five,0,1,0,23.0,2021+,137.0,4,0,1
Amon-Ra St. Brown,2021,71.0,197.0,4.51,20.0,38.5,127.0,6.88,4.17,27.47292203927792,13987.0,95.23356767038611,49.083333333333336,11.05,WR,Skill,Power Five,1,1,0,21.0,2021+,112.0,4,0,1
Baron Browning,2021,74.0,245.0,4.58,23.0,40.0,130.0,6.78,4.23,31.452702702702705,18130.0,111.36126817515485,50.833333333333336,11.010000000000002,LB,LB,FCS/Other,0,0,0,22.0,2021+,105.0,3,0,1
John Brunner,2021,74.0,194.0,,11.0,32.5,121.0,6.77,4.3,24.905405405405407,14356.0,,42.583333333333336,11.07,OL,OL,Group of Five,0,0,0,,2021+,,8,0,0
Calvin Bundage,2021,73.0,221.0,4.81,14.0,31.5,116.0,7.31,4.43,29.15425032839182,16133.0,82.57374159286897,41.166666666666664,11.739999999999998,LB,LB,FCS/Other,0,0,0,,2021+,,8,0,0
